year,month,day,plane_id,scheduled_departure_time_HHMM,actual_departure_time_HHMM,scheduled_arrival_time_HHMM,actual_arrival_time_HHMM,airline_id,origin_airport,destination_airport,distance,pilot_id,pilot_first_name,pilot_last_name
2013,12,9,M910XJ,1835,1948,2058,2206,9E,JFK,CVG,589.2,P0188,Mrs. James Joseph,Perkin
2013,12,9,N423AS,1825,1950,2152,2325,AS,EWR,SEA,2402.3,P0189,Miss. Elise,Givard
2013,12,9,M524JB,1930,1952,2238,2245,B6,JFK,TPA,1005.4,P0190,Mr. Robert,Kiernan
2013,12,9,M960DL,1955,1953,2210,2157,DL,LGA,DTW,502,P0191,Mr. Karl Siegwart Andreas,Newell
2013,12,9,M762US,2000,1953,2119,2055,US,LGA,DCA,214.7,P0192,Miss. Margaret Maggie,Honkanen
2013,12,9,N17984,1804,1954,2006,2156,EV,EWR,DTW,488.2,P0193,Miss. Henriette,Jacobsohn
2013,12,9,N523MQ,1930,1954,2115,2152,MQ,JFK,CMH,483.6,P0194,Mr. Nestor Cyriel,Bazzani
2013,12,9,N813MQ,1800,1954,1935,2202,MQ,LGA,BNA,764.3,P0195,Mr. Frederick,Sunderland
2013,12,9,N3ACAA,2000,1955,2110,2104,AA,JFK,BOS,187.5,P0196,Mr. Jakob Alfred,Bracken
2013,12,9,N5CEAA,1900,1956,2359,43,AA,JFK,SJU,1598,P0197,Mr. Gerious,Green
2013,12,9,N12967,1718,1956,1908,2206,EV,EWR,STL,872.9,P0198,Mr. Gurshon Gus,Nenkoff
2013,12,9,M605LR,1810,1957,1951,2137,9E,LGA,MKE,738.6,P0199,Miss. Telma Matilda,Hoyt
2013,12,9,M845VA,2000,1957,2325,2344,VX,JFK,LAX,2475.7,P0200,Mr. Karl Alfred,Berglund
2013,12,9,N448UA,1944,2000,2236,2239,UA,EWR,MCO,937.1,P0201,Mr. Nassef Cassem,Mellors
2013,12,9,M948UW,2000,2002,2115,2108,US,LGA,BOS,184.4,P0202,Miss. Helen Ellen,Lovell
2013,12,9,M830AY,1930,2003,2136,2205,9E,JFK,CLE,425,P0203,Mr. Henry,Fahlstrom
2013,12,9,N376DA,1955,2003,2259,2303,DL,JFK,LAS,2248.5,P0204,Mr. Ahmed,Larsson
2013,12,9,N530MQ,1815,2003,2005,2217,MQ,LGA,STL,888.4,P0205,Miss. Clear Annie,Sjostedt
2013,12,9,M8855A,1930,2005,2052,2130,9E,JFK,SYR,209.3,P0206,Mr. John Henry,Leyson
2013,12,9,N12900,1905,2006,2035,2204,EV,EWR,BNA,748.2,P0207,Mr. Hans Kristensen,Harknett
2013,12,9,M930XJ,1800,2008,1944,2135,9E,LGA,PIT,335.5,P0208,Mr. Philip,Hold
2013,12,9,N11140,2001,2010,2221,2253,EV,EWR,MCI,1092.4,P0209,Miss. Madeleine,Collyer
2013,12,9,M645JB,2018,2013,2313,2328,B6,JFK,PBI,1028.4,P0210,Miss. Eliina,Pengelly
2013,12,9,M948WN,1805,2013,1930,2158,WN,EWR,MDW,711,P0211,Mr. Sidney Samuel,Hunt
2013,12,9,M571AA,2025,2014,2205,2210,AA,LGA,ORD,733.4,P0212,Miss. Albina,Murphy
2013,12,9,N191DN,2015,2014,2344,2349,DL,JFK,LAX,2475.3,P0213,Mr. Walter,Coleridge
2013,12,9,M618JB,1932,2015,28,53,B6,JFK,SJU,1598.3,P0214,Mr. Victor Francis,Maenpaa
2013,12,9,N3LBAA,1925,2016,2245,2324,AA,LGA,MIA,1096.2,P0215,Mr. James H,Minahan
2013,12,9,M663JB,2005,2016,2256,2303,B6,JFK,MCO,944.9,P0216,Mr. George Henry,Lindahl
2013,12,9,N203FR,1729,2018,2000,2306,F9,LGA,DEN,1620.2,P0217,Mr. Christo,Hamalainen
2013,12,9,N39463,2002,2019,2121,2130,UA,EWR,BOS,200.5,P0218,Mr. Frederick Maxfield,Beckwith
2013,12,9,M648JB,2021,2020,2357,25,B6,JFK,SFO,2586.4,P0219,Mr. Karl Ivar Sven,Carter
2013,12,9,M960AT,1729,2020,1955,2301,FL,LGA,ATL,762.5,P0220,Mr. John Hall,Reed
2013,12,9,N3758Y,2025,2022,2258,2310,DL,JFK,DEN,1626.2,P0221,Mr. Arne Jonas,Stead
2013,12,9,M641JB,2005,2023,2310,2335,B6,JFK,FLL,1069.9,P0222,Miss. Mathilde,Lobb
2013,12,9,M613JB,2001,2023,2304,1,B6,JFK,ABQ,1826,P0223,Mrs. Henry Birkhardt,Rosblom
2013,12,9,N520MQ,1850,2025,2030,2206,MQ,LGA,CLE,419.4,P0224,Mr. Bengt Edvin,Touma
2013,12,9,N35260,1730,2026,2112,2356,UA,EWR,SFO,2565.2,P0225,Mr. Ernst Adolf,Thorne
2013,12,9,N11547,1930,2027,2136,2241,EV,EWR,CHS,628.3,P0226,Miss. Lillian Gertrud,Cherry
2013,12,9,M8409N,1900,2029,2047,2212,9E,JFK,RIC,288.3,P0227,Mr. Robert Michael Norman,Ward
2013,12,9,M926XJ,1930,2031,2206,2319,9E,JFK,MSY,1182.1,P0228,Miss. Alice Phoebe,Parrish
2013,12,9,M848UA,1800,2031,2102,2338,UA,EWR,PBI,1023.1,P0229,Mr. Stephen,Taussig
2013,12,9,M913XJ,1840,2033,2025,2212,9E,JFK,BUF,301.5,P0230,Miss. Marjorie Lottie,Harrison
2013,12,9,M757LV,1630,2033,1935,2354,WN,EWR,HOU,1411.5,P0231,Mr. Frederick Michael,Henry
2013,12,9,M574AA,1940,2034,2115,2212,AA,LGA,ORD,733.2,P0232,Miss. Thamine,Reeves
2013,12,9,N28478,2029,2035,2211,2214,UA,EWR,CLE,404.3,P0233,Miss. Katherine Kate,Persson
2013,12,9,M629JB,1859,2037,2150,2319,B6,EWR,MCO,937.9,P0234,Mr. Reginald Charles,Graham
2013,12,9,N474UA,1840,2037,2110,2311,UA,EWR,DEN,1605.4,P0235,Mr. Matti Alexanteri,Bissette
2013,12,9,M775JB,2040,2041,2359,41,B6,JFK,LAX,2475.2,P0236,Mr. Sleiman,Cairns
2013,12,9,N344NB,1925,2041,2206,2303,DL,LGA,MSY,1183.6,P0237,Dr. Michael Edward,Tornquist
2013,12,9,M597JB,1825,2045,2120,2335,B6,EWR,PBI,1023,P0238,Miss. Agda Thorilda Viktoria,Mellinger
2013,12,9,M715JB,2039,2046,2355,17,B6,JFK,PDX,2454.2,P0239,Mr. Richard Leonard,Natsch
2013,12,9,N38727,2020,2048,2355,40,UA,EWR,SFO,2565.1,P0240,Rev. Ernest Courtenay,Healy
2013,12,9,M595UA,2029,2050,2344,29,UA,JFK,LAX,2475.3,P0241,Mr. James George,Andrews
2013,12,9,N26549,1905,2051,2106,2309,EV,EWR,CLT,529.7,P0242,Mrs. Wilhelm,Lindblom
2013,12,9,M909XJ,2035,2055,2203,2224,9E,JFK,DCA,213.1,P0243,Mr. Michael Thomas,Parkes
2013,12,9,N284JB,2100,2055,2329,2349,B6,JFK,MSY,1182.5,P0244,Mr. Michael Arthur,Abbott
2013,12,9,M920DE,2100,2055,2330,2326,DL,LGA,ATL,762.5,P0245,Mrs. Viktor,Duane
2013,12,9,M615QX,1830,2055,2046,2253,EV,EWR,DTW,488.3,P0246,Mrs. Darwis,Olsson
2013,12,9,N839MQ,1945,2056,2150,2300,MQ,LGA,DTW,502.1,P0247,Mrs. Gertrude Maybelle,de Pelsmaeker
2013,12,9,M954AT,1935,2056,2203,2325,FL,LGA,ATL,762.6,P0248,Miss. Gladys,Dorking
2013,12,9,N410UA,2030,2057,2338,5,UA,EWR,MIA,1085.8,P0249,Mr. Thomas,Stankovic
2013,12,9,M966DL,2050,2058,2208,2208,DL,JFK,BOS,187,P0250,Master. Edvin Rojj Felix,de Mulder
2013,12,9,N351JB,2015,2101,2126,2158,B6,JFK,BOS,187.1,P0251,Miss. Delia,Naidenoff
2013,12,9,M77525,1855,2101,2208,2357,UA,EWR,FLL,1065.5,P0252,Mr. David,Hosono
2013,12,9,N14904,2005,2106,2203,2315,EV,EWR,DAY,533.3,P0253,Mr. Ernesti Arvid,Connolly
2013,12,9,M944DL,2000,2108,2240,2332,DL,LGA,ATL,762.2,P0254,Mr. Ernst Ulrik,Barber
2013,12,9,M727SW,1700,2108,1840,2252,WN,LGA,BNA,764.5,P0255,Mrs. Michael Thompson,Bishop
2013,12,9,N402UA,2012,2109,2312,25,UA,EWR,IAH,1400.7,P0256,Miss. Amelia,Levy
2013,12,9,M598JB,1940,2110,2243,11,B6,LGA,FLL,1076.7,P0257,Mr. Alexander,Haas
2013,12,9,N9EAMQ,2059,2110,2314,2348,MQ,LGA,ATL,762.8,P0258,Mr. Charles H,Mineff
2013,12,9,N35271,2039,2115,2341,23,UA,EWR,TPA,997.6,P0259,Miss. Hanora Nora,Lewy
2013,12,9,M952UW,2100,2116,2206,2207,US,LGA,BOS,184,P0260,Miss. Kornelia Theodosia,Hanna
2013,12,9,M779NC,1930,2117,2157,2349,DL,EWR,ATL,746.3,P0261,Miss. Augusta Charlotta,Allison
2013,12,9,M827UA,2000,2120,2135,2256,UA,LGA,ORD,733.2,P0262,Mr. Francis Frank,Saalfeld
2013,12,9,N812MQ,2130,2124,2245,2233,MQ,JFK,DCA,213.7,P0263,Master. Eric,Kelly
2013,12,9,M531JB,2123,2125,2352,17,B6,JFK,DEN,1626.4,P0264,Mrs. Stanton,McCoy
2013,12,9,N817MQ,2040,2125,2220,2305,MQ,LGA,RDU,431.7,P0265,Mr. Frank,Keane
2013,12,9,M989AT,1800,2126,2036,2354,DL,EWR,ATL,746,P0266,Mr. Nils Johan Goransson,Fleming
2013,12,9,N504MQ,2030,2126,2150,2319,MQ,EWR,ORD,719.1,P0267,Mr. Alfons,Penasco y Castellana
2013,12,9,N296JB,2055,2127,2332,2359,B6,JFK,JAX,828.1,P0268,Mr. Edward Arthur,Abelson
2013,12,9,N338AA,2135,2128,55,58,AA,JFK,LAX,2475.9,P0269,Mr. Richard Michael,Francatelli
2013,12,9,M912WN,1725,2129,1915,2338,WN,EWR,STL,872.3,P0270,Mr. Theodore,Hays
2013,12,9,N273JB,2106,2130,2213,2226,B6,EWR,BOS,200.4,P0271,Mr. Penko,Ryerson
2013,12,9,M606JB,2129,2136,10,14,B6,EWR,MCO,937.2,P0272,Mr. Masabumi,Lahtinen
2013,12,9,N14573,2111,2138,2303,2335,EV,EWR,CLT,529.8,P0273,Miss. Kate,Hendekovic
2013,12,9,M8588D,2038,2141,2259,6,9E,LGA,GSP,610.3,P0274,Mrs. Dickinson H,Hart
2013,12,9,M746JB,2045,2141,2359,122,B6,JFK,AUS,1521.1,P0275,Mr. Rene Jacques,Nilsson
2013,12,9,N13202,2040,2141,2311,47,EV,EWR,MSY,1167,P0276,Miss. Aloisia,Moraweck
2013,12,9,N36472,2104,2142,13,30,UA,EWR,FLL,1065.5,P0277,Mr. Ervin G,Wick
2013,12,9,N298PQ,1930,2145,2155,9,9E,LGA,DSM,1031.4,P0278,Mr. Mansour,Spedden
2013,12,9,N221WN,2035,2147,2210,2323,WN,LGA,MDW,725.7,P0279,Miss. Helen Loraine,Dennis
2013,12,9,N33262,2019,2149,2345,115,UA,EWR,LAX,2454.2,P0280,Mr. Adolphe,Danoff
2013,12,9,N179JB,2136,2152,2259,2318,B6,JFK,BUF,301.9,P0281,Miss. Anna Katherine Annie Kate,Slayter
2013,12,9,N455UA,2157,2154,2305,2243,UA,EWR,BOS,200.8,P0282,Mr. Bernard,Young
2013,12,9,N48901,2159,2156,2308,2319,EV,EWR,PWM,284.1,P0283,Mr. Michael Cahoone Jr,Nysveen
2013,12,9,N814MQ,1945,2157,2130,2341,MQ,JFK,RDU,427,P0284,Miss. Nora A,Ball
2013,12,9,M845UA,1915,2158,2208,106,UA,EWR,LAS,2227.9,P0285,Mr. Howard Hugh Harry,Hippach
2013,12,9,N34110,1930,2159,2141,29,EV,EWR,DSM,1017.6,P0286,Master. Hudson Trevor,Partner
2013,12,9,M741SA,1815,2159,2055,45,WN,EWR,MSY,1167.2,P0287,Miss. Margaret,Frauenthal
2013,12,9,M76502,2130,2159,33,58,UA,EWR,IAH,1400.8,P0288,Mrs. Victor de Satode,Denkoff
2013,12,9,M612QX,2110,2200,2306,2347,EV,LGA,ILM,500.9,P0289,Mr. Samuel,Burns
2013,12,9,M585JB,2101,2204,2346,40,B6,LGA,MCO,950.1,P0290,Miss. Laura Mabel,Dahl
2013,12,9,N324JB,2145,2207,33,109,B6,EWR,FLL,1065.9,P0291,Miss. Margaret Bechstein,Blackwell
2013,12,9,M710EV,1900,2213,2057,2351,EV,LGA,MSN,812.9,P0292,Miss. Emily Borie,Collander
2013,12,9,M753EV,1829,2226,2044,25,EV,LGA,CLT,544.7,P0293,Mr. Ignjac,Sedgwick
2013,12,9,N183JB,2229,2227,2351,2400,B6,JFK,ROC,264.1,P0294,Mr. Benjamin,Fox
2013,12,9,M717EV,1945,2228,2224,102,EV,LGA,OMA,1148.1,P0295,Miss. Helmina Josefina,Davison
2013,12,9,N391CA,2100,2228,2239,2348,EV,LGA,RIC,292.2,P0296,Mrs. Sinai,Coutts
2013,12,9,N192JB,2059,2229,2244,27,B6,JFK,ORD,740.3,P0297,Dr. Ernest,Dimic
2013,12,9,N531MQ,2100,2229,2225,3,MQ,LGA,BNA,764.9,P0298,Miss. Mary Natalie,Odahl
2013,12,9,N12552,2046,2230,2224,16,EV,EWR,GSO,445.6,P0299,Mrs. Frederic Oakley,Williams-Lambert
2013,12,9,N3738B,1910,2232,2257,230,DL,JFK,PHX,2153.3,P0300,Mr. Yoto,Elias
2013,12,9,M607AT,2033,2233,2206,2355,FL,LGA,CAK,397.9,P0301,Miss. Hilda Mary,Yousif
2013,12,9,N473UA,2100,2233,2206,2326,UA,EWR,BOS,200.8,P0302,Mrs. Micheal Francis,Vanden Steen
2013,12,9,N508MQ,2115,2234,2315,38,MQ,LGA,CLT,544.6,P0303,Mr. George John Jr,Bowerman
2013,12,9,N14543,2119,2239,2309,46,EV,EWR,STL,872.3,P0304,Miss. Marie Grice,Funk
2013,12,9,N288WN,2030,2241,2205,22,WN,EWR,MDW,711.1,P0305,Mr. Johan Hansen,McGovern
2013,12,9,N316JB,2245,2242,2353,2345,B6,JFK,PWM,273.8,P0306,Mrs. Frank John,Mockler
2013,12,9,N29906,2027,2248,2243,121,EV,EWR,IND,645.6,P0307,Miss. Jean Gertrude,del Carlo
2013,12,9,N13914,2010,2256,2130,100,EV,EWR,MKE,725.2,P0308,Miss. Agnes,Barbara
2013,12,9,N12160,1930,2259,2136,101,EV,EWR,TYS,631.2,P0309,Mr. Austen,Asim
2013,12,9,N375JB,2250,2300,8,27,B6,JFK,BUF,301.6,P0310,Mr. George Edward,Adahl
2013,12,9,M521JB,2255,2305,2356,2,B6,JFK,BOS,187.4,P0311,Mr. Leo Edmondus,Warren
2013,12,9,N15574,2159,2308,2359,114,EV,EWR,GSP,594,P0312,Mrs. Henry Michael,Moussa
2013,12,9,N15980,1848,2310,2005,31,EV,EWR,RIC,277,P0313,Mr. Mitto,Jermyn
2013,12,9,M724EV,2159,2320,2322,23,EV,LGA,BGR,378.9,P0314,Mr. Thomas Clinton,Aubart
2013,12,9,M751EV,1935,2327,2150,137,EV,LGA,MEM,963.6,P0315,Miss. Elizabeth Margaret,Harder
2013,12,9,M644JB,2130,2328,18,228,B6,LGA,FLL,1076.9,P0316,Mr. Karl Edwart,Wiklund
2013,12,9,N14179,2029,2333,2251,218,EV,EWR,OMA,1134.1,P0317,Mr. Stephen Weart,Beavan
2013,12,9,N16951,2028,2339,2215,117,EV,LGA,CLE,419.2,P0318,Master. Edmond Roger,Ringhini
2013,12,9,N16546,2150,2341,2311,51,EV,EWR,ROC,246.4,P0319,Miss. Alice Elizabeth,Landergren
2013,12,9,N274JB,2229,2342,2343,40,B6,JFK,BTV,266.4,P0320,Mr. Erik Gustaf,Widener
2013,12,9,M520JB,2359,2359,437,759,B6,JFK,BQN,1576.5,P0321,Mr. Charles Frederick Waddington,Betros
2013,12,9,M705JB,2359,2400,440,432,B6,JFK,SJU,1598.9,P0322,Mr. Stanley Hubert,Bidois
2013,12,9,N187JB,2250,2400,2356,59,B6,JFK,SYR,209.2,P0323,Miss. Amelia Mildred,Nakid
2013,12,10,M705JB,2359,7,445,451,B6,JFK,PSE,1617.5,P0324,Miss. Marion Elsie,Tikkanen
2013,12,10,M562JB,2359,7,437,446,B6,JFK,BQN,1576,P0325,Mrs. Thomas Henry,Plotcharsky
2013,12,10,N274JB,2245,11,2353,119,B6,JFK,PWM,273.2,P0326,Master. Michael Loch Michael,Davies
2013,12,10,M613JB,2359,211,440,651,B6,JFK,SJU,1598.6,P0327,Mr. Jovan,Buss
2013,12,10,M536UW,500,457,651,701,US,EWR,CLT,529.1,P0328,Mr. Nils Martin,Sadlier
2013,12,10,M73259,515,528,814,830,UA,EWR,IAH,1400.9,P0329,Mr. Fletcher Fellows,Lehmann
2013,12,10,M504UA,545,543,832,907,UA,LGA,IAH,1416.8,P0330,Mr. Tannous,Jansson
2013,12,10,M503JB,550,548,1027,1022,B6,JFK,BQN,1576.1,P0331,Mr. Josef,McKane
2013,12,10,N5DFAA,540,549,850,854,AA,JFK,MIA,1089.3,P0332,Mr. Wazli,Pain
2013,12,10,M599JB,600,551,856,920,B6,LGA,FLL,1076.8,P0333,Mr. Leo Peter,Trout
2013,12,10,M729JB,600,553,846,853,B6,JFK,MCO,944.5,P0334,Miss. Elsie Edith,Niskanen
2013,12,10,N33286,559,555,735,744,UA,EWR,ORD,719,P0335,Miss. Annie Clemmer,Adams
2013,12,10,M762US,600,555,659,659,US,LGA,DCA,214.9,P0336,Miss. Mary,Oreskovic
2013,12,10,N3ALAA,600,556,745,745,AA,LGA,ORD,733.9,P0337,Miss. Helen Mary Ellie,Gale
2013,12,10,N14977,600,556,810,825,EV,EWR,CVG,569.2,P0338,Mr. Wilhelm,Widegren
2013,12,10,N15572,559,556,718,716,EV,EWR,IAD,212.7,P0339,Mr. Sebastiano,Richards
2013,12,10,N206WN,600,556,825,836,WN,LGA,ATL,762.2,P0340,Mr. Adola,Birkeland
2013,12,10,M949UW,600,556,658,651,US,LGA,PHL,96.9,P0341,Mr. Mauritz Nils Martin,Sdycoff
2013,12,10,N3HCAA,600,557,905,906,AA,LGA,MIA,1096.3,P0342,Mrs. Frank Manley,Cunningham
2013,12,10,N321NB,600,557,755,802,DL,LGA,DTW,502.3,P0343,Miss. Annie,Sundman
2013,12,10,N362NW,600,557,835,828,DL,LGA,ATL,762,P0344,Mme. Leontine Pauline,Meek
2013,12,10,M646JB,600,558,855,913,B6,EWR,FLL,1065.4,P0345,Mr. George Achilles,Drew
2013,12,10,M587UA,600,559,933,1011,UA,JFK,SFO,2586.7,P0346,Mr. Sante,Silven
2013,12,10,M929XJ,603,602,800,809,9E,EWR,DTW,488.6,P0347,Miss. Stina Viola,Matthews
2013,12,10,M917DL,605,602,814,807,DL,LGA,MSP,1020.3,P0348,Mrs. Edgar Joseph,Van Impe
2013,12,10,N26208,600,603,931,934,UA,EWR,SFO,2565.8,P0349,Miss. Aurora Adelia,Gheorgheff
2013,12,10,N11113,604,604,838,903,EV,EWR,ATL,746.2,P0350,Mr. Harry Elkins,Charters
2013,12,10,M659SW,605,604,730,744,WN,EWR,MDW,711.2,P0351,Mr. Karl Gideon,Zimmerman
2013,12,10,N12157,610,608,820,823,EV,EWR,CLT,529.8,P0352,Miss. Rosalie,Danbom
2013,12,10,M590JB,611,610,912,917,B6,JFK,FLL,1069.9,P0353,Miss. Maria,Wiseman
2013,12,10,M589JB,611,611,1055,1043,B6,JFK,SJU,1598,P0354,Mr. Juho,Clarke
2013,12,10,N495WN,615,611,935,1002,WN,EWR,HOU,1411.7,P0355,Mrs. Alexander Oskar,Phillips
2013,12,10,M933XJ,620,613,826,836,9E,EWR,MSP,1008.8,P0356,Mr. Vasil,Flynn
2013,12,10,N11119,613,613,834,852,EV,EWR,IND,645.5,P0357,Mr. Charles Henry,Pickard
2013,12,10,M560UW,615,613,818,825,US,EWR,CLT,529,P0358,Master. Sidney Leonard,Bjornstrom-Steffansson
2013,12,10,M559UA,615,614,915,922,UA,EWR,FLL,1065.1,P0359,Mr. Matthew,Thorneycroft
2013,12,10,N195UW,615,614,817,932,US,JFK,CLT,541.2,P0360,Mr. Michael Ernest,Louch
2013,12,10,N5EAAA,610,615,915,930,AA,EWR,MIA,1085.7,P0361,Mr. Carl Olof,Kallio
2013,12,10,M517JB,630,615,919,919,B6,LGA,MCO,950.9,P0362,Mr. Johan Birger,Silvey
2013,12,10,N396DA,615,616,852,928,DL,JFK,ATL,760.7,P0363,Miss. Marjorie,Kvillner
2013,12,10,N292JB,625,620,735,725,B6,EWR,BOS,200.8,P0364,Mrs. Hjalmar,Hampe
2013,12,10,N534MQ,630,622,830,815,MQ,LGA,DTW,502.1,P0365,Mr. Erik,Petterson
2013,12,10,N17229,635,622,943,945,UA,EWR,RSW,1068.7,P0366,Miss. Elina,Reynaldo
2013,12,10,M809JB,630,623,938,935,B6,JFK,RSW,1074.8,P0367,Mr. Peter David,Johannesen-Bratthammer
2013,12,10,M977AT,630,623,900,943,DL,EWR,ATL,746.4,P0368,Dr. Alfred,Dodge
2013,12,10,M8608N,625,623,750,808,WN,LGA,MDW,725.2,P0369,Mrs. Michael H,Seward
2013,12,10,M78285,630,623,923,923,UA,EWR,PBI,1023.9,P0370,Mr. Juha,Baclini
2013,12,10,N14542,630,624,852,904,EV,EWR,SDF,642.8,P0371,Miss. Mari Aina,Peuchen
2013,12,10,N24706,630,624,935,939,UA,LGA,IAH,1416.2,P0372,Mr. Pekka Pietari,Hagland
2013,12,10,N399DA,615,625,852,900,DL,JFK,ATL,760.6,P0373,Miss. Marija,Foreman
2013,12,10,N18120,628,626,756,759,EV,EWR,PIT,319,P0374,Mr. Shadrach,Goldenberg
2013,12,10,N502MQ,630,627,830,828,MQ,LGA,MSP,1020.3,P0375,Mr. Carl/Charles Peter,Peduzzi
2013,12,10,N13718,635,627,930,934,UA,EWR,TPA,997.5,P0376,Master. Michael Rowe,Jalsevac
2013,12,10,M828UA,630,627,742,737,UA,EWR,BOS,200.1,P0377,Mr. Hans Martin Monsen,Millet
2013,12,10,M579JB,635,629,929,927,B6,JFK,TPA,1005.7,P0378,Miss. Ida,Kenyon
2013,12,10,N3JTAA,630,630,815,805,AA,LGA,ORD,733.2,P0379,Mr. Todor,Toomey
2013,12,10,N190UW,630,631,842,840,US,LGA,CLT,544.4,P0380,Miss. Daisy E,O'Connor
2013,12,10,N475UA,632,634,925,920,UA,EWR,MCO,937,P0381,Mr. Alfred Fleming,Anderson
2013,12,10,M733SA,640,635,805,806,WN,LGA,MKE,738.3,P0382,Mr. Johan Julian,Morley
2013,12,10,M627JB,645,638,907,921,B6,JFK,MSY,1182.9,P0383,Mrs. James Vivian,Gee
2013,12,10,M518UA,640,638,1003,1026,UA,JFK,LAX,2475.9,P0384,Miss. Lyyli Karoliina,Milling
2013,12,10,N12201,637,639,814,827,EV,EWR,RDU,416.9,P0385,Miss. Catharina,Maisner
2013,12,10,M523UA,639,640,944,1006,UA,EWR,LAX,2454.1,P0386,Mr. Stanio,Goncalves
2013,12,10,N3KAAA,645,642,955,1001,AA,LGA,DFW,1389,P0387,Mr. Leo,Campbell
2013,12,10,M755EV,645,642,820,809,EV,LGA,PIT,335.6,P0388,Mrs. Ernst Gilbert,Smart
2013,12,10,N5FHAA,650,646,955,1005,AA,JFK,MCO,944.4,P0389,Mr. Viktor Richard,Scanlan
2013,12,10,N522MQ,615,646,845,958,MQ,LGA,ATL,762.4,P0390,Mr. Phillippe,Keefe
2013,12,10,N3CFAA,655,649,940,1008,AA,JFK,LAS,2248.6,P0391,Mrs. Charles V,Cacic
2013,12,10,N3771K,656,651,1145,1132,DL,JFK,SJU,1598.8,P0392,Miss. Kate Florence,Jerwan
2013,12,10,M623VA,700,651,1025,1040,VX,JFK,LAX,2475.9,P0393,Mr. Berk,Strandberg
2013,12,10,M624AG,700,653,1030,1029,DL,JFK,SLC,1990.8,P0394,Mr. Mauritz Hakan,Clifford
2013,12,10,M702TW,700,654,1040,1039,DL,JFK,SFO,2586.8,P0395,Mrs. Percival,Renouf
2013,12,10,M951UW,700,654,808,804,US,LGA,BOS,184.9,P0396,Mrs. Charles Alexander,Karlsson
2013,12,10,N13994,700,655,911,904,EV,EWR,GRR,605,P0397,Mr. Nikolai Erland,Hirvonen
2013,12,10,M750UW,700,655,809,805,US,LGA,DCA,214.6,P0398,Mr. Michael Baird,Frost
2013,12,10,M793JB,700,656,1015,1053,B6,JFK,LAX,2475.1,P0399,Miss. Lucile Polk,Rouse
2013,12,10,M75428,650,656,1022,1031,UA,EWR,SFO,2565.8,P0400,Miss. Doolina Margaret Daisy,Turkula
2013,12,10,M805JB,705,657,1156,1213,B6,JFK,SJU,1598.9,P0401,Mrs. Sidney,Kent
2013,12,10,N327NB,700,657,1011,1026,DL,LGA,FLL,1076.4,P0402,Mr. Mark,Somerton
2013,12,10,N16703,700,658,837,851,UA,LGA,ORD,733.1,P0403,Mr. Johan Henrik Johannesson,Windelov
2013,12,10,N409AS,705,659,1015,1015,AS,EWR,SEA,2402.7,P0404,Mrs. Benjamin,Molson
2013,12,10,M569JB,700,659,845,905,B6,JFK,ORD,740.6,P0405,Mr. Leon,Artagaveytia
2013,12,10,M578UA,655,659,921,931,UA,LGA,DEN,1620,P0406,Mr. Johan Emil,Stanley
2013,12,10,N468AA,700,700,850,857,AA,LGA,ORD,733.3,P0407,Ms. Encarnacion,Yousseff
2013,12,10,M704X,700,703,1035,1022,DL,JFK,LAX,2475.3,P0408,Mr. Bernt,Eustis
2013,12,10,N3KMAA,710,706,1025,1020,AA,LGA,MIA,1096,P0409,Master. Washington,Shellard
2013,12,10,N14960,710,706,844,900,EV,EWR,BNA,748.3,P0410,Miss. Madeleine Violet,Svensson
2013,12,10,M908DE,659,707,945,1012,DL,LGA,ATL,762.4,P0411,Mr. Frederic Kimber,Canavan
2013,12,10,N184JB,655,708,804,828,B6,JFK,BOS,187.9,P0412,Miss. Marie Catherine,O'Sullivan
2013,12,10,N376NW,715,708,918,907,DL,LGA,DTW,502,P0413,Major. Arthur Godfrey,Laitinen
2013,12,10,M709JB,710,709,840,841,B6,JFK,BUF,301.2,P0414,Mr. Edwy Arthur,Maioni
2013,12,10,N514MQ,715,709,940,1008,MQ,LGA,XNA,1147.8,P0415,Mr. Ingvald Olai Olsen,Quick
2013,12,10,M810UA,655,710,832,856,UA,EWR,ORD,719.7,P0416,Mr. Benjamin Laventall,Bradley
2013,12,10,N262WN,715,713,905,928,WN,LGA,STL,888.7,P0417,Mr. Samuel L,Lang
2013,12,10,M851VA,730,714,1110,1104,VX,JFK,SFO,2586.5,P0418,Mr. Joseph,Daly
2013,12,10,N29717,718,714,1024,1007,UA,EWR,MIA,1085.9,P0419,Mr. Francis Davis,McGough
2013,12,10,N193JB,725,716,1002,1005,B6,JFK,JAX,828.3,P0420,Mrs. Frederick R,Rothschild
2013,12,10,M829UA,720,716,832,812,UA,EWR,BOS,200.6,P0421,Miss. Ellen,Coleff
2013,12,10,N347AA,720,718,1045,1050,AA,JFK,MIA,1089.9,P0422,Mr. Maurice,Walker
2013,12,10,M563UA,722,718,944,945,UA,EWR,DEN,1605.3,P0423,Mr. Arthur H,Lemore
2013,12,10,N462WN,720,719,855,925,WN,EWR,BNA,748.9,P0424,Mr. Jacob Christian,Ryan
2013,12,10,N459UA,721,720,945,1002,UA,EWR,MSY,1167.9,P0425,Mr. Simon,Angle
2013,12,10,M562JB,729,722,1020,1024,B6,LGA,PBI,1035.6,P0426,Mr. Manuel Estanslas,Pavlovic
